Listing cat.,Major group,Scientific name,Common name,Type of non-nativity of English population,Pathway of introduction,Pathway details,Native range (continent),Native range (area),Comments,References,Place first record outside captivity or cultivation,Date of introduction (1),Date of introduction (2),Date first wild report,Persistence in wild,Distr_NE_CN,Distr_NW_SN,Distr_Yo_EC,Distr_EM_WC,Distr_WM_BC,Distr_EE_NC,Distr_SE_SC,Distr_SW_IS,Distr_Lo,English as proportion,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Current trend,Direct economic value,Economic impact,Modeofeconimpact,Conservation status,Environmental impact,Modeofenvironimpact,Population trend (20 yr),Control methods,Other info,BRC number,NBN system number,Date1,Date2,Date3,Date,Compiler,Institution
A,35,Odontella sinensis,diatom,I,T,Possibly introduced in ballast water,"As, Afr",,This species has been a prominent contributor to the winter and spring phytoplankton of the western English Channel,Boalch (1987),North Sea (IVb),1899,1906,1906,E,CN,SN,EC,WC,BC,NC,SC,IS,,,A7,,,,0,0,0,,0,0,,0,0,diatom,,,1899,1906,1906,1906,IL,CEFAS
A,35,Olisthodiscus luteus,Synurophyceae,N,T,Possibly introduced in ballast water,Unk,,Taxonomy uncertain,Wallentinus (1999),English Channel (VIId),1964,1980,1980,E,CN,SN,EC,WC,BC,NC,SC,IS,,,A7,A5,,,0,0,0,,0,0,,0,0,Xanthophyceae - according to ITIS,,,1964,1980,1980,1980,IL,CEFAS
A,35,Pleurosigma planctonicum,diatom,N,T,Possibly introduced in ballast water,"As, Afr",Indian Ocean,Currently it is considered a minor constituent of the British phytoplankton,Boalch (1987),English Channel (VIId),1950,1966,1966,E,,SN,EC,WC,,,,,,,A7,,,,D,0,0,,0,0,,0,0,diatom,,,1950,1966,1966,1966,IL,CEFAS
A,35,Prorocentrum minimum,dinoflagellate,N,T,Possibly introduced in ballast water,Unk,,A toxic dinoflagellate species,Wallentinus (1999),North Sea (IVb),1950,1976,1976,E,CN,SN,EC,WC,,,,,,,A7,A5,,,0,0,N,D,0,0,,0,0,Dinophyceae,0210  4407,,1950,1976,1976,1976,IL,CEFAS
A,35,Thalassiosira punctigera,diatom,N,T,Possibly introduced in ballast water,"NAm, SAm, As",North Pacific and South Atlantic Oceans,"A variable species, very abundant in the early 1980s",Hasle (1983),Plymouth (VIIe),1978,,1978,E,CN,SN,EC,WC,,,,,,,A7,,,,nd,0,0,,0,0,,nd,0,diatom,,,1978,,1978,1978,IL,CEFAS
A,35,Thalassiosira tealata,diatom,N,T,Possibly introduced in ballast water,Unk,,,Wallentinus (1999),"Blakeney, Glos (VIIf)",1930,1950,1950,E,CN,SN,EC,WC,BC,,,,,,A7,,,,nd,0,0,,0,0,,nd,0,diatom,,,1930,1950,1950,1950,IL,CEFAS
A,41,Arion flagellus,Durham Slug,J,T,Possibly native,Eur,,Native or long naturalized; known only from Britain and Ireland - the 1893 date refers to Irish first record,Kerney (1999),,,,1893,E,NE,NW,Yo,EM,WM,EE,SE,SW,,,I2,B3,E3,G1,nd,0,0,V,0,0,V,nd,0,,4300  7516,NBNSYS0000033275,,,1893,1893,GRB,BRC
A,41,Arion lusitanicus,Lusitanian Slug,J,T,Possibly native,Eur,France,Possibly native; introduced in C. Europe and Sweden,Kerney (1999),Attleborough (38),1954,,1954,E,,,,EM,,EE,SE,SW,,,I2,,,,G,0,0,V,0,0,V,nd,0,,,NBNSYS0000006696,1954,,1954,1954,GRB,BRC
A,41,Balea biplicata,Thames Door Snail,J,T,Probably introduced,Eur,C Europe,"Synanthropic, Roman age fossils, only found on banks of Thames in recent years",Kerney (1999),,0043,0410,,E,,,,,,EE,SE,SW,Lo,,I2,J2,,,D,0,0,,1,0,,nd,,,4300  5001,,43,410,,410,GRB,BRC
A,41,Boettgerilla pallens,Worm Slug,I,T,,Eur,Eastern Europe,Introduced into C and W Europe and NAm,Colville et al. (1974); Kerney (1999),Windemere (69),1972,,1972,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J,I,G,,GG,0,U,V,0,0,V,nd,0,,4300  8601,NBNSYS0000006725,1972,,1972,1972,RMS & GRB,CSL & BRC
A,41,Bradybaena fruticum,Bush Snail,J,T,Probably introduced,"As, Eur",,"All records were from roadside banks in Kent, last in 1918",Kerney (1999),Deal (16),1903,,1903,X,,,,,,,SE,,,,J4,,,,0,0,0,,0,0,,0,,,4300  5401,NBNSYS0000006749,1903,,1903,1903,GRB,BRC
A,41,Candidula gigaxii,,J,T,Probably introduced,Eur,,Perhaps introduced by Romans,Kerney (1999),,0043,0410,,E,NE,NW,Yo,EM,WM,EE,SE,SW,,,E2,FA,,,D,0,0,,0,0,,nd,,,4300  6702,NBNSYS0000006751,43,410,,410,GRB,BRC
A,41,Candidula intersecta,Wrinkled Snail,J,T,Probably introduced,Eur,,No pre-mediaeval fossils; colonises man-made habitats,Kerney (1999),,0999,1499,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,E2,B1,B3,,0,0,0,,0,0,,nd,,,4300  6701,NBNSYS0000006750,999,1499,,1499,GRB,BRC
A,41,Cecilioides acicula,Blind or Agate Snail,J,T,Probably introduced,Eur,Mediterranean,"Widely naturalized in Europe, and considered to be probably introduced in GB - the date 1926 is arbitrarily the date of Ellis (1926) but it was clearly known in 19th century",Ellis (1926); Kerney (1999),,,1899,1926,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,E1,H3,I2,,G,0,0,,0,0,,nd,0,,4300  5201,,,1899,1926,1899,GRB,BRC
A,41,Cernuella neglecta,,I,T,,Eur,,Briefly naturalized,Kerney (1999),Luddesdown (16),1900,1920,1900s,X,,,,,,,SE,,,,,,,,0,0,0,,0,0,,0,,,4300  6802,NBNSYS0000006753,1900,1920,1900,1920,GRB,BRC
A,41,Cernuella virgata,Striped or Zoned Snail,J,T,Probably introduced,Eur,Mediterranean,Perhaps introduced by Romans,Kerney (1999),,0043,0410,,E,NE,NW,Yo,EM,WM,EE,SE,SW,,,E2,B3,I1,,G,0,0,,0,0,,nd,,,4300  6801,NBNSYS0000006752,43,410,,410,GRB,BRC
A,41,Cochlicella acuta,Pointed Snail,J,T,Possible late prehistoric introduction,Eur,Mediterranean/ Atlantic,Possible future increase with warming,Kerney (1999),,_700 BC,0043,,E,,NW,,,,,SE,SW,,,B1,B3,,,G,0,0,,0,0,,G,,,4300  7101,NBNSYS0000006756,-700,43,,43,GRB,BRC
A,41,Cochlicella barbara,,I,RT,Second introduction deliberate,Eur,Mediterranean,Naturalized in several European countries; probably frost sensitive,Kerney (1999),Torquay (3),1900,1975,1975,E,,,,,,,,SW,,,E2,,,,0,0,0,,0,0,,nd,,,4300  7102,NBNSYS0000006757,1900,1975,1975,1975,GRB,BRC
A,41,Deroceras panormitanum,Caruana's or Sicilian Slug,J,T,Probably introduced,Eur,Mediterranean,Occasional pest; widely naturalized in Europe,Kerney (1999),Cornwall (1),1931,,1931,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I2,J6,G1,B3,GG,0,N,V,0,0,V,nd,C,,4300  8803,,1931,,1931,1931,GRB,BRC
A,41,Dreissena polymorpha,Zebra Mussel,I,T,With timber from Baltic,Eur,Caspian and Black seas,"Local declines (but recent spread in Ireland); formerly a pest, blocking waterworks",Kerney (1999),Wisbech (29),1820,1825,1825C,E,,NW,Yo,EM,WM,EE,SE,SW,Lo,,C1,C2,,,D,0,N,H,0,0,,nd,0,,4300  9501,NBNSYS0000006809,1820,1825,1825,1825,GRB,BRC
A,41,Ferrissia wautieri,,I,T,,Eur,N Africa,Present in hothouse tanks originally,Kerney (1999),,1931,,1976,E,,NW,Yo,EM,,EE,SE,SW,Lo,,C1,C2,,,G,0,0,,0,0,,nd,0,,4300 10101,,1931,,1976,1931,GRB,BRC
A,41,Helicodiscus singleyanus,,I,T,,NAm,,Widely naturalised in central and W Europe,Kerney (1999),,1975,,1975,E,,NW,Yo,,,EE,,SW,Lo,,FA,E1,,,nd,0,0,,0,0,,nd,0,,4300  7211,NBNSYS0000100066,1975,,1975,1975,GRB,BRC
A,41,Helix aspersa,Garden Snail,I,T,Early Roman introduction,Eur,Mediterranean,Can be a pest in gardens,Kerney (1999),,0043,0410,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I2,FA,B3,G1,0,0,N,V,0,0,,nd,C,,4300  6001,NBNSYS0000006776,43,410,,410,GRB,BRC
A,41,Helix pomatia,Roman Snail,J,R,Probable deliberate Roman introduction,Eur,C & SE Europe,Over-exploitation a possible threat,Alexander (1994); Kerney (1999),,0043,0410,,E,,,,EM,WM,EE,SE,SW,,,E2,FA,,,D,2,P,F,1,0,,nd,0,,4300  6002,NBNSYS0000006777,43,410,,410,GRB,BRC
A,41,Hygromia cinctella,Girdled Snail,I,T,With nursery plants,Eur,Mediterranean,Widely naturalized in Europe,Comfort (1950); Kerney (1999),Paignton (3),1950,,1950,,,,,,WM,,SE,SW,,,FA,I2,,,GG,0,0,,0,0,,G,0,,4300  6102,NBNSYS0000006763,1950,,1950,1950,GRB,BRC
A,41,Hygromia limbata,Hedge Snail,I,T,Probably with garden plants,Eur,SW Europe,May have been present as a casual in 19th C,Kerney (1999),Combeinteignhead (3),1917,,1917,E,,,,,WM,,,SW,,,FA,I2,,,G,0,0,,0,0,,G,0,,4300  6101,NBNSYS0000006764,1917,,1917,1917,GRB,BRC
A,41,Lehmannia valentiana,Greenhouse Slug,I,T,probably moved with cultivated plants,Eur,Iberian peninsula,"Long known from glasshouses, recorded in a garden in 1981 in Eire; overlooked outside and since found in England",Kerney (1999),,,,1981,E,,NW,,EM,WM,EE,SE,,Lo,,I2,J6,,,nd,0,U,V,0,0,V,nd,0,,4300  8708,,,,1981,1981,RMS,CSL
A,41,Limax flavus,Yellow Slug,J,T,Probably introduced,Eur,Mediterranean,"Synanthropic, widely naturalized in Europe",Kerney (1999),,1600,1690,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J1,,,,0,0,0,,0,0,,nd,0,,,NBNSYS0000006729,1600,1690,,1690,GRB,BRC
A,41,Limax maculatus,Irish Yellow Slug,I,T,,Eur,"Crimea, Caucasus",Probably underrecorded; widespread in Ireland,Kerney (1999),Christchurch (11),1884,,1884,E,,NW,Yo,,,,SE,,,,I2,J6,J2,,G,0,0,,0,0,,nd,0,,4300  8706,,1884,,1884,1884,GRB,BRC
A,41,Marstoniopsis scholtzi,Taylor's Spire Snail,J,T,"May be Roman introduction, certainly introduced in north",Eur,N Europe,First found in Manchester in 1900,Kerney (1999),,0043,0410,,,,NW,,,,EE,,,,,C1,C2,,,0,0,0,,0,0,,nd,0,,4300   901,NBNSYS0000006614,43,410,,410,GRB,BRC
A,41,Menetus dilatatus,Trumpet Ram's-horn,I,T,,NAm,Eastern USA,"Losses from one area, discoveries in others. In England, mostly in canals/canalised streams",Kerney (1999),Pendleton (59),1869,,1869,E,,NW,Yo,,,EE,,SW,Lo,,C2,C1,,,0,0,0,,0,0,,nd,0,,4300  2001,NBNSYS0000006650,1869,,1869,1869,GRB,BRC
A,41,Milax gagates,Jet Slug,J,T,Possibly native,Eur,W Mediterranean/ Atlantic,"An occasional pest of crops, possibly idigenous - first date 1926 refers arbitrarily to Ellis (1926), but Kerney (1999) says that most pre-1930 records unreliable",Kerney (1999),,,,1926,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I2,B3,E2,,0,0,N,V,0,0,V,nd,C,,4300  8501,NBNSYS0000006721,,,1926,1926,GRB,BRC
A,41,Milax nigricans,Rough Jet Slug,I,T,With plants?,Eur,Mediterranean,Found once in a garden,Kerney (1999),Bexhill (14),1948,,1948,C,,,,,,,SE,,,,I2,,,,0,0,0,V,0,0,V,nd,0,,4300  8502,NBNSYS0000006722,1948,,1948,1948,GRB,BRC
A,41,Monacha cantiana,Kentish Snail,I,T,Late Roman introduction,Eur,Mediterranean,Favours waste ground; widely naturalized in NW Europe,Kerney (1999),,0200,0410,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,E2,B1,,,G,0,0,,0,0,,nd,0,,4300  6602,NBNSYS0000006759,200,410,,410,GRB,BRC
A,41,Monacha cartusiana,Carthusian or Chartreuse Snail,J,T,Possible Neolithic introduction,Eur,Mediterranean/ SE,"Fossils more widely distributed, recent declines with farming changes",Kerney (1999),,_6000 BC,_4500 BC,,E,,,,,,EE,SE,,,,E2,,,,DD,0,0,,1,0,,D,0,,4300  6601,NBNSYS0000006758,-6000,-4500,,-4500,GRB,BRC
A,41,Musculium transversum,Oblong Orb Mussel,I,T,,NAm,,Found only in canals/ canalized rivers,Kerney (1999),Kensal Green (21),1856,,1856,E,,NW,Yo,EM,WM,,SE,SW,Lo,,C1,,,,D,0,0,,0,0,,nd,0,,,,1856,,1856,1856,GRB,BRC
A,41,Oxychilus draparnaudi,Draparnaud's Glass Snail,I,T,Roman or post-Roman introduction,Eur,Mediterranean,Widely naturalized in Europe,Kerney (1999),,0043,0410,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I2,J6,,,G,0,0,,0,0,,nd,0,,4300  7801,NBNSYS0000006715,43,410,,410,GRB,BRC
A,41,Oxychilus helveticus,Glossy or Swiss Glass Snail,I,T,,Eur,NW Europe,Post-Roman fossils only,Kerney (1999),,0410,0999,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,B3,J6,,G,0,0,,0,0,,nd,0,,4300  7804,NBNSYS0000006718,410,999,,999,GRB,BRC
A,41,Paralaoma caputspinulae,,I,T,First found in nursery,Aus,,Widely naturalised in Mediterranean region,Kerney (1999),Luton (30),1985,,1985,E,,NW,,,,EE,,SW,Lo,,I2,,,,G,0,0,,0,0,,nd,0,,4300 10301,,1985,,1985,1985,GRB,BRC
A,41,Physa (alien spp.),,I,T,,NAm,,"Taxonomy confused: P. gyrina probably widespread, P. acuta and P. heterostropha possibly present",Kerney (1999),,1800,1830,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,C2,C1,,,GG,0,0,,0,0,,nd,0,,4300  1805,,1800,1830,,1830,GRB,BRC
A,41,Potamopyrgus antipodarum,Jenkins's Spire Snail,I,T,It was introduced in drinking water barrels in ships from Australia.,Aus,"New Zealand, spread to Australia and from there to England","Abundant and ubiquitous in all sorts of freshwater, except rare in still water; also found in saline lagoon and brackish water ditches around Britain",Ponder (1988); Kerney (1999); http://www.jncc.gov.uk/page-1713,Grays (18); Thames Estuary (VIIc),1859,1889,1889,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,C3,C2,C1,,0,0,0,,0,0,,0,0,,4300   801,NBNSYS0000186011,1859,1889,1889,1889,IL & GRB,CEFAS & BRC
A,41,Tandonia budapestensis,Budapest Slug,J,T,Probably introduced,Eur,SE Europe,Serious potato pest in lowland England,Kerney (1999),,1880,1889,1921,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I2,I1,J6,,G,0,NN,V,0,0,V,nd,C,,4300  8504,,1880,1889,1921,1889,GRB,BRC
A,41,Tandonia rustica,,J,T,Probably native,Eur,C Europe,Found in one wood in England and a site in Ireland,Kerney (1999),One Tree Hill (16),,,1986,E,,,,,,,SE,,,,G4,,,,nd,0,0,V,1,0,V,nd,0,,4300  8511,NBNSYS0000006726,,,1986,1986,GRB,BRC
A,41,Tandonia sowerbyi,Keeled or Sowerby's Slug,J,T,Probably introduced,Eur,W Mediterranean/Atlantic,"An occasional pest of crops, possibly indigenous; old records unreliable, date is date of description",Kerney (1999),,,,1823,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I2,E2,J6,,nd,0,N,V,0,0,V,nd,C,,4300  8503,,,,1823,1823,GRB,BRC
A,41,Testacella haliotidea,Common Shelled Slug,J,T,Probably introduced,Eur,W Europe/ Mediterranean,May be synonymous with T. scutulum; underrecorded recently - but Kerney (1999) refers to many 19th century records from kitchen gardens,Kerney (1999),,,1899,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I2,B3,,,D,0,0,,0,0,,nd,,,4300  5302,NBNSYS0000006747,,1899,,1899,GRB,BRC
A,41,Testacella maugei,Mauge's Shelled Slug,J,T,Probably introduced,Eur,W Europe/ Atlantic,Recently only recorded in the SW,Kerney (1999),Clifton (34),1812,,1812,E,,NW,,,WM,EE,SE,SW,,,I2,B3,,,D,0,0,,0,0,,nd,,,4300  5301,NBNSYS0000006746,1812,,1812,1812,GRB,BRC
A,41,Testacella scutulum,Golden Shelled Slug,J,T,Probably introduced,Eur,W Europe/ Mediterranean,May be synonymous with T. haliotidea; underrecorded recently; date is date of first description,Kerney (1999),,,,1821,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I2,B3,G1,,D,0,0,,0,0,,nd,,,4300  5303,NBNSYS0000006748,,,1821,1821,GRB,BRC
A,41,Theba pisana,White or Sandhill Snail,I,U,,Eur,Mediterranean,"Recorded in SW from early 19th C., 1799; colony possibly extinct. It was locally common in windswept calcareous coastal sandhills or waste ground; occasionally recorded inland, these colonies killed by frost. A pest in the Mediterranean.",Kerney (1999),Weymouth (9),1799,,1799,E,,,,,,,,SW,,,B1,,,,G,0,U,V,0,0,V,nd,0,,4300  5801,NBNSYS0000006772,1799,,1799,1799,RMS & GRB,CSL & BRC
A,41,Trochoidea elegans,Top Snail,I,T,,Eur,Mediterranean,Occurs on calcareous grasslands,Kerney (1999),Lydden (15),1890,,1890,E,,,,,,,SE,,,,E2,,,,0,0,0,,0,0,,nd,,,4300  7001,NBNSYS0000006755,1890,,1890,1890,GRB,BRC
A,42,Arcitalitrus dorrieni,Land-hopper,I,T,,Aus,mid-eastern Australia,"Terrestrial amphipod shrimp, also found in Wales and Scotland",Cowling et al. (2004); Gregory (2000a),Scilly (1),1924,,1924,,,,,,,EE,SE,SW,Lo,,I2,,,,G,0,0,,0,0,,0,0,,6569  4601,NBNSYS0000013807,1924,,1924,1924,GRB,BRC
A,42,Argulus japonicus,carp lice,I,T,Transfer of infected fish into area,As,Japan,"Reported on rudd, roach, common carp.",Rushton-Mellor (1992),Kent and Dorset,1990,,1991,C,,,,,WM,EE,SE,SW,,0,C2,,,,ND,2,0,P,0,N,P,ND,D,,,,1990,,1991,1990,ML,CEFAS
A,42,Asellus communis,,I,T,,,,Freshwater isopod,Gregory (2000b),Lake District (69),,2000,,,NE,NW,,,,,,,,,,,,,,,,,,,,,,,6567  1303,NBNSYS0000008590,,2000,,2000,GRB,BRC
A,42,Astacus astacus,Noble Crayfish,I,ER,Introduced for restaurant trade,Eur,,It is an offence to release this species,Holdich & Reeve (1991),,1986,,1986,C,,,,,,,,SW,,,,,,,nd,1,N,D,0,0,,nd,,,6575  9702,NBNSYS0000036961,1986,,1986,1986,GRB,BRC
A,42,Astacus leptodactylus,Turkish Crayfish,I,ER,Originally brought over for restaurant trade,As,Asia Minor,It is an offence to release this species,Holdich & Reeve (1991),,1975,,1975,E,NE,,,EM,WM,EE,SE,SW,Lo,,,,,,nd,1,N,D,0,0,,nd,,,6575  9701,NBNSYS0000036963,1975,,1975,1975,GRB,BRC
A,42,Corophium curvispinum,,J,T,,Eur,Pontic/Black Sea area,"Freshwater amphipod shrimp, found in canals",Moon (1970); Baker & Clarke (1997),"River Avon, Tewkesbury",1935,,1935,E,,,,EM,WM,EE,,,,,C1,,,,nd,0,0,,0,0,,nd,0,,6569 11407,NBNSYS0000013792,1935,,1935,1935,GRB,BRC
A,42,Crangonyx pseudogracilis,,I,T,,NAm,,Freshwater amphipod shrimp,Recorder 3,"London (17, 21)",1930,1939,1935C,E,NE,NW,,EM,WM,EE,SE,SW,Lo,,C1,,,,nd,,,,,,,,,,6569  5501,NBNSYS0000013808,1930,1939,1935,1939,GRB,BRC
A,42,Ergasilus briani,parasitic copepod,I,T,Through importation of live fish and subsequent transfer of fish between sites.,Eur,Eurasia,"Parasite of most species of fish but predominately found on tench and bream. Found attached to gills and included on EA section 30, cat 2 parasites list.",Fryer & Andrews (1983),"Gawthorpe, Yorkshire",,,1982,E,NE,NW,Yo,EM,WM,EE,SE,,Lo,,C2,C1,,,G,2,N,P,0,N,P,ND,D,parasitic copepod,,,,,1982,1982,ML,CEFAS
A,42,Ergasilus gibbus,parasitic copepod,I,T,Through importation of live fish and subsequent transfer of fish between sites.,Eur,Europe and North Africa,"Parasite of eel. Attached to gills, included on EA section 30, cat 2 parasites list.",Environment Agency (1999),"Slapton Ley, Devon",1960,1969,1969C,E,NE,,Yo,,,EE,SE,,,0,C2,C1,,,ND,2,N,P,0,N,P,ND,D,parasitic copepod,6522   201,NBNSYS0000032996,1960,1969,1969,1969,ML,CEFAS
A,42,Ergasilus sieboldi,parasitic copepod,I,T,Through importation of live fish and subsequent transfer of fish between sites.,Eur,Eurasia,"Parasite of most species of fish but predominately found on tench, bream and pike. Found attached to gills and included on EA section 30, cat 2 parasites list.",Environment Agency (1999),Yorkshire,,,1967,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,C2,C1,,,ND,2,N,P,0,N,P,ND,D,parasitic copepod,,,,,1967,1967,ML,CEFAS
A,42,Gammarus tigrinus,,I,T,,NAm,Atlantic seaboard of N America,Freshwater shrimp preferring brackish water; established in Midland canals,Gledhill et al. (1993); Macneil et al. (2001),,,1993,,E,,,,,WM,,,,,,C1,,,,nd,0,0,,0,N,C,nd,0,,6569  5311,NBNSYS0000033149,,1993,,1993,GRB & CDP,BRC
A,42,Neoergasilus japonicus,parasitic copepod,I,T,Through importation of live fish and subsequent transfer of fish between sites.,Eur,Eastern Europe and Asia,"parasite of most species of fish but predominatelt found on rudd, crucian carp and tench. Found attached to fins, included on EA section 30, cat 2 parasites list.",Environment Agency (1999),"Horsham, Sussex",,,1980,E,NE,NW,Yo,EM,WM,EE,SE,,Lo,0,C2,C1,,,ND,2,N,P,0,N,P,ND,D,parasitic copepod,,,,,1980,1980,ML,CEFAS
A,42,Orconectes limosus,Spinycheek Crayfish,I,E,,NAm,,"Also called American River Crayfish, recorded in 2000 from a lawn, and from Warwickshire 2001",NBN Gateway crayfish dataset,,1990,1999,2001,E?,,,,,WM,EE,SE,,Lo,,,,,,nd,1,,,,,,,,,6575 10101,,1990,1999,2001,1999,GRB,BRC
A,42,Pacifastacus leniusculus,Signal Crayfish,I,ER,,NAm,,It is an offence to release this species; crayfish plague vector,Holdich & Reeve (1991),,1975,,1975,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,C1,,,,nd,1,NN,"C,D",0,NN,"C,D",nd,,,6575  9801,NBNSYS0000036962,1975,,1975,1975,GRB,BRC
A,42,Paraergasilus longidigitus,parasitic copepod,I,T,Through importation of live fish and subsequent transfer of fish between sites.,As,China,"Parasites of most species of fish but predominately found on bream. Found in nares, and included in EA section 30, cat 2 parasites list.",Environment Agency (1999),Not known,1994,,1994,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,C2,C1,,,ND,2,N,P,0,N,P,ND,D,parasitic copepod,,,1994,,1994,1994,ML,CEFAS
A,42,Procambarus clarkii,Red Swamp Crayfish,I,R,Probably released by aquarists,NAm,SE USA,Introduced by aquarists?,Holdich & Reeve (1991),Hampstead Heath,1991,,1991,C,,,,,,,,,Lo,,C1,,,,nd,1,N,D,0,0,,nd,,,6575 10001,,1991,,1991,1991,GRB,BRC
A,42,Tracheliastes maculatus,parasitic copepod,I,T,Transfer of infected fish into area,Eur,Soviet Union,"Infection of bream (Abramis brama). Parasites found along lateral line. Prevalence of 46% in 21 fish, 1-4 copepods per fish.",Boxshall & Frear (1990),"Twine Valley Farm, Lancashire (NGR SD 810179)",1990,,1990,C,,NW,,,,,,,,0,C1,C2,,,ND,2,0,P,0,N,P,ND,0,parasitic copepod,,,1990,,1990,1990,ML,CEFAS
A,42,Tracheliastes polycolpus,parasitic copepod,I,T,First reported in golden orfe in Edinburgh Zoological Park in 1933. Route into wild unknown.,Eur,Soviet Union,"First recorded in Zoological Park in Edinburgh (1933). Reported on dace (Leuciscus leuciscus) and chub (L. cephalus), attached to fins.",Aubrook & Fryer (1965),"Yorkshire rivers - Ouse, Swale, Derwent, Rye",1933,,1961,C,,,Yo,,,,,,,0,C2,,,,ND,2,0,P,0,N,P,ND,0,parasitic copepod,6522   501,NBNSYS0000032999,1933,,1961,1933,ML,CEFAS
A,43,Arenophilus peregrinus,a centipede,I,T,,NAm,,Unidentifed at the time of the atlas,Barber & Keay (1988),Scillies (1),1940,1949,1945C,E,,,,,,,,SW,,,,,,,nd,0,0,P,0,0,P,0,0,Myriapoda - centipedes,6200  9999,,1940,1949,1945,1949,GRB,BRC
A,43,Cryptops anomalans,a centipede,I,T,Possibly native; synanthropic species,Eur,,"Well established, uncertain introduction",Barber & Keay (1988),,,,,E,,,,,,EE,SE,SW,,,I2,J6,F4,,nd,0,0,P,0,0,P,0,0,Myriapoda - centipedes,6200   601,NBNSYS0000011398,,,,,GRB,BRC
A,43,geophilid sp.,a centipede,I,T,,Unk,,Unidentifed at the time of the atlas,Barber & Keay (1988),Scillies (1),1940,1949,1945C,E,,,,,,,SE,SW,,,,,,,G,0,0,P,0,0,P,0,0,Myriapoda - centipedes,,,1940,1949,1945,1949,GRB,BRC
A,43,Lithobius peregrinus,a centipede,I,T,,Eur,Balkans,,Barber & Keay (1988),Sheerness (15),1986,,1986,E,,,,,,,SE,,,,I2,,,,nd,0,0,P,0,0,P,0,0,Myriapoda - centipedes,6200  1218,NBNSYS0000011441,1986,,1986,1986,GRB,BRC
A,43,Pachymerium ferrugineum,a centipede,I,T,Presumed introduction,Eur,,,Barber & Keay (1988),Cuckmere Haven (14),1960,,1960,,,,,,,,SE,,,,B2,,,,nd,0,0,P,0,0,P,0,0,Myriapoda - centipedes,6200  1501,NBNSYS0000011406,1960,,1960,1960,GRB,BRC
A,43,Stigmatogaster souletinus,a centipede,I,T,Presumed introduction,Eur,French Pyrenees,Referred to in Barber & Keays as Nesoporogaster brevior,Barber & Keay (1988),Cornwall (1),1960,,1960,,,,,,,,,SW,,,G4,,,,nd,0,0,P,0,0,P,0,0,Myriapoda - centipedes,,,1960,,1960,1960,GRB,BRC
A,44,Aceria erineus,a gall-forming mite,J,T,with host trees,,,"An eriophyid mite found on Juglans regia, so presumed introduction.",Redfern et al. (2002),,,2000,,E,,,,,,,,,,0,I2,G1,FA,J4,nd,0,0,V,0,0,V,nd,0,,,,,2000,,2000,GRB,BRC
A,44,Aceria tristriatus,a gall-forming mite,J,T,with host trees,,,"An eriophyid mite found on Juglans regia, so presumed introduction.",Redfern et al. (2002),,,2000,,E,,,,,,,,,,0,I2,G1,FA,J4,nd,0,0,V,0,0,V,nd,0,,,,,2000,,2000,GRB,BRC
A,44,Achaearanea tepidariorum,a spider,I,T,Introduced synanthropic species,Eur,W & C Europe,"Sometimes found outdoors, the distribution will mostly refer to indoors records. Decline may have halted",Harvey et al. (2002),,,,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J1,I2,,,D,0,0,P,0,0,P,G,0,Arachnida - spiders,6708  9304,NBNSYS0000008884,,,,,GRB,BRC
A,44,Achaearanea veruculata,a spider,I,T,Introduced at the start of the 20th Century,Aus,New Zealand,Found on trees and bushes on Tresco,Harvey et al. (2002),Tresco (1),1900,1910,1900s,E,,,,,,,,SW,,,I2,I1,,,nd,0,0,P,0,0,P,G,0,Arachnida - spiders,6708  9305,NBNSYS0000008886,1900,1910,1900,1910,GRB,BRC
A,44,Cecidophyopsus grossulariae,a mite,I,T,with host plant,Eur,,"An eriophyid mite, on Ribes uva-crispa.",Redfern et al. (2002),,,2000,,E,,,,,,,,,,0,I2,I1,,,nd,0,0,V,0,0,V,nd,0,,,,,2000,,2000,GRB,BRC
